vidid	adview
VID_15132	35
VID_12746	4
VID_3130	9
VID_9593	5
VID_10652	288343
VID_14015	124
VID_7116	1
VID_19028	2
VID_17430	5
VID_21788	16
VID_15831	18
VID_5942	11
VID_15029	1
VID_4352	10
VID_21653	1
VID_6190	2
VID_7095	1
VID_2485	2
VID_6437	6
VID_11325	3
VID_13363	1
VID_6398	1
VID_10189	1
VID_18253	7
VID_15829	1
VID_12349	1
VID_11887	1
VID_22327	1624
VID_10815	3
VID_1776	4
VID_3175	1
VID_21068	1
VID_7316	2
VID_21999	10
VID_19345	1
VID_3700	24
VID_7802	11
VID_2126	37895
VID_1254	31
VID_18091	1
VID_323		1
VID_605		12
VID_22819	2
VID_6178	13
VID_20098	3
VID_18451	3
VID_21177	3
VID_6010	7
VID_21931	1
VID_14297	1
VID_19770	15
VID_18120	3
VID_1563	1
VID_976		1
VID_5235	1
VID_4540	2
VID_17883	5
VID_16527	3
VID_1118	39
VID_22359	16
VID_10076	3
VID_654		1
VID_15065	1
VID_16385	4
VID_767	19
VID_18898	4460
VID_11910	2
VID_11880	2
VID_23174	1859
VID_6947	1
VID_23593	2
VID_20704	1
VID_6935	3
VID_19859	1
VID_6578	2
VID_9747	4
VID_13132	7
VID_8734	2
VID_22732	1
VID_18516	1
VID_1949	9333
VID_22124	1
VID_8310	2
VID_14424	2
VID_18895	1
VID_13210	3
VID_14732	1
VID_6603	1
VID_19754	1
VID_9276	1
VID_6369	12
VID_12207	3
VID_11183	1
VID_18547	1
VID_12303	5
VID_1587	6
VID_22246	1
VID_16300	18
VID_4282	32
VID_12064	4
VID_20842	1
VID_21172	1
VID_4541	372
VID_12477	1
VID_18127	1
VID_1502	4
VID_18016	5
VID_10950	1
VID_11735	2
VID_11959	21
VID_20482	1
VID_5816	8
VID_7301	14
VID_226		8942
VID_20856	1
VID_5107	2
VID_11678	3
VID_23497	1
VID_6797	2
VID_22106	3
VID_10151	1
VID_6725	1
VID_2435	1
VID_17908	1
VID_454		3
VID_23067	7
VID_21609	4
VID_3253	2
VID_5935	1
VID_1568	1
VID_14804	1
VID_22087	2
VID_9497	1
VID_4592	1
VID_5831	3
VID_11356	3
VID_17667	1
VID_13649	11
VID_7974	7
VID_6013	2
VID_4389	1
VID_19030	1
VID_832		6
VID_14244	1
VID_282		1
VID_17406	5
VID_12603	90
VID_4580	32248
VID_9481	4
VID_22005	1
VID_20093	1
VID_3816	2
VID_12403	18
VID_16868	2
VID_11701	28683
VID_16884	3
VID_7812	1
VID_1655	458
VID_21729	1
VID_6951	1
VID_17539	3
VID_2956	1
VID_10006	2
VID_14881	2
VID_1138	1
VID_14030	1
VID_3201	3
VID_17876	48
VID_20857	33
VID_2154	1
VID_5544	1
VID_10712	1
VID_6910	4
VID_2882	1
VID_15719	27
VID_2706	1
VID_143		1
VID_10659	1
VID_22669	5
VID_3256	8
VID_18252	1
VID_137		441
VID_8672	3
VID_12118	2
VID_6922	1
VID_17178	7
VID_4557	1
VID_8160	3
VID_6384	1
VID_23225	5
VID_17567	10
VID_3948	1
VID_9140	3
VID_7953	18
VID_11092	3
VID_1181	2
VID_8841	7459
VID_1656	26
VID_1754	1
VID_9938	4
VID_14679	1
VID_19110	31
VID_17072	1
VID_18196	1
VID_14429	17
VID_20829	3
VID_1727	1
VID_4614	6
VID_16758	2
VID_44		4
VID_15213	47
VID_1709	1
VID_5094	4
VID_15523	2
VID_14180	2
VID_17357	7
VID_23027	1
VID_9263	1
VID_739		9
VID_4921	4
VID_12691	1
VID_3569	23
VID_5953	6
VID_21747	93
VID_9598	427809
VID_176		20270
VID_19040	21339
VID_6705	11
VID_21343	1
VID_4162	2
VID_22679	2
VID_19508	1
VID_2131	1
VID_9655	1
VID_4729	20
VID_21712	1
VID_23591	4
VID_1571	11
VID_19048	1
VID_10794	583
VID_8462	2
VID_7572	1
VID_19660	7
VID_10977	15
VID_18270	1
VID_10621	1
VID_20459	1
VID_8902	4
VID_8879	23
VID_23588	1
VID_21748	20
VID_17517	2
VID_17678	22
VID_12011	1
VID_21869	2
VID_7035	1
VID_915		1
VID_3330	4
VID_21146	2
VID_5812	1
VID_21236	2
VID_19792	1
VID_11920	1
VID_8060	5
VID_11201	1
VID_4814	31
VID_2255	6
VID_1557	1
VID_4517	3
VID_1847	12
VID_12468	24
VID_17563	11
VID_6092	1
VID_8505	1
VID_3145	1
VID_4523	1
VID_5572	2
VID_15622	1
VID_23664	1
VID_1199	7
VID_20859	1
VID_20219	3
VID_14843	1
VID_10143	3
VID_18589	1
VID_12417	27
VID_13581	1
VID_3415	48
VID_17443	1
VID_4628	8
VID_2661	47
VID_7209	1
VID_7870	1
VID_17045	2
VID_20063	3
VID_11909	3
VID_17225	8
VID_14680	15
VID_7326	7
VID_15140	13
VID_2324	1
VID_2936	11
VID_18115	1
VID_9316	1
VID_18367	1
VID_15205	16
VID_3068	1
VID_6319	1
VID_14285	24
VID_20949	2
VID_7519	1
VID_5836	3
VID_20268	2
VID_12833	1
VID_17659	1
VID_7137	2
VID_22579	3641
VID_21681	1462
VID_2911	1
VID_23348	2
VID_15619	1
VID_10327	1
VID_13590	1
VID_9793	1
VID_22698	118
VID_2798	1
VID_15022	1
VID_23502	3
VID_865		1
VID_12126	1
VID_10439	49
VID_3103	3
VID_10764	2
VID_20169	1
VID_20766	1
VID_20512	1
VID_21472	5
VID_18887	1
VID_922		864
VID_21984	2
VID_16563	1
VID_16788	4
VID_17778	7
VID_1904	168
VID_928		1
VID_12845	5
VID_6422	8
VID_10221	4
VID_15977	1
VID_21774	1
VID_19891	1
VID_23519	12
VID_9823	16326
VID_17541	3
VID_15111	1
VID_19743	6
VID_5621	1
VID_7492	1
VID_4974	14
VID_3104	6
VID_22084	2
VID_8234	2
VID_13324	4
VID_18874	21
VID_12753	4
VID_3226	1
VID_5911	1
VID_18670	1
VID_13918	2
VID_22137	2
VID_5582	1
VID_17134	29
VID_6065	1
VID_7714	58
VID_19758	1
VID_5181	5
VID_11772	2
VID_10293	1
VID_18907	1
VID_11238	2
VID_9684	2
VID_14439	1
VID_3502	12
VID_4648	1
VID_13653	19348
VID_7319	3
VID_22221	1
VID_10521	157
VID_23193	1859
VID_9209	1
VID_386		1
VID_41		28
VID_4129	5
VID_1323	8
VID_19618	178
VID_6806	2
VID_5608	5
VID_8789	1
VID_16467	3
VID_3723	29
VID_4399	1
VID_259		1
VID_17597	770
VID_21110	1
VID_293		2
VID_22872	8
VID_3543	7
VID_17344	1
VID_2219	4
VID_4004	3
VID_4449	1
VID_3243	4
VID_11767	1
VID_19467	1
VID_16918	50
VID_8455	1
VID_20744	1
VID_20358	1
VID_23417	6
VID_4859	5
VID_21291	1
VID_2742	1
VID_932		1
VID_4665	2
VID_1931	5
VID_834		1
VID_16455	1
VID_18695	8
VID_12570	4
VID_3363	1
VID_1429	22
VID_23147	3
VID_370		1
VID_8257	1
VID_14746	7
VID_12892	1
VID_9440	1
VID_6662	25
VID_2439	1
VID_18596	2
VID_5669	7
VID_20658	65
VID_5661	4
VID_19314	5
VID_21996	1
VID_4895	1
VID_17999	3
VID_1786	27
VID_23173	1
VID_7943	6
VID_12577	2
VID_17318	3
VID_21978	4
VID_11917	1
VID_7819	1
VID_16076	1
VID_1612	1
VID_17300	1
VID_19434	1
VID_5088	50
VID_21732	1
VID_12730	4
VID_1460	194
VID_17895	1
VID_16178	1
VID_22430	10
VID_12248	3
VID_18022	1
VID_3374	2
VID_3356	6
VID_23558	1
VID_21886	3
VID_12680	1
VID_5318	12
VID_18729	2023
VID_3743	6
VID_22340	1
VID_7883	1
VID_14571	6
VID_20046	3
VID_14313	1
VID_19082	1
VID_11669	8
VID_2403	2
VID_7712	5
VID_18609	1
VID_11421	2
VID_17566	54
VID_18756	1
VID_4247	2
VID_873		2787
VID_5746	2
VID_13164	1
VID_7328	1
VID_12080	3
VID_6225	1
VID_21762	225
VID_7152	1
VID_18531	2
VID_13933	1
VID_20645	1
VID_7912	1
VID_3764	1
VID_1419	3
VID_10266	1
VID_17267	1
VID_17708	2
VID_14260	1
VID_22827	1
VID_15849	1
VID_6295	2
VID_4035	6
VID_15408	9
VID_17222	2
VID_6272	1
VID_11058	5
VID_7933	1
VID_10786	2
VID_15374	4
VID_19008	1
VID_2844	1
VID_12873	2
VID_1355	8
VID_19948	1
VID_13963	1
VID_21011	1
VID_21482	1
VID_21047	47
VID_4720	2
VID_22653	1
VID_17703	4
VID_13037	1
VID_18144	5
VID_23720	290
VID_15700	1
VID_2508	21
VID_22904	2
VID_17530	1
VID_18410	1
VID_1699	1
VID_13566	11
VID_8420	4
VID_11889	3
VID_895		6
VID_3134	25
VID_10710	427809
VID_4238	7
VID_11849	1
VID_2588	2
VID_6522	1
VID_12950	1
VID_11709	2
VID_16269	2
VID_364		2
VID_2644	6
VID_23659	8135
VID_2730	1
VID_1454	4
VID_2825	12
VID_20225	4
VID_1489	2
VID_23715	1
VID_12821	5
VID_11847	1
VID_7640	1
VID_19332	2
VID_5762	1
VID_20998	33035
VID_11454	2
VID_17762	9
VID_691		12
VID_21981	1
VID_14040	17
VID_5138	1
VID_2373	1
VID_6714	2
VID_19344	8
VID_6267	1
VID_7897	5
VID_13511	1
VID_6917	1
VID_3310	13
VID_14906	1
VID_7881	9
VID_13142	6
VID_15795	1
VID_18665	1
VID_2431	4
VID_13625	32097
VID_2025	5
VID_1001	1
VID_3076	1
VID_16999	3
VID_22546	196
VID_22344	770
VID_20339	1
VID_504	3
VID_17790	32
VID_3641	1
VID_18275	2
VID_14821	1
VID_1580	9333
VID_9979	1
VID_21425	1
VID_6419	43
VID_6374	1
VID_23257	1
VID_6998	1
VID_8926	1
VID_4243	1
VID_14086	2
VID_22645	6
VID_21879	7
VID_9573	64825
VID_1998	4
VID_14137	1
VID_7136	1
VID_9981	14
VID_11657	16
VID_7110	2
VID_21099	1
VID_1543	6
VID_5706	1
VID_23139	178
VID_5755	2
VID_13994	1
VID_11854	2
VID_18964	1
VID_14089	3039
VID_1725	1
VID_14435	1
VID_13519	1
VID_6687	1
VID_992		2
VID_13255	10
VID_8720	1
VID_22967	1
VID_21862	1
VID_1011	1
VID_18429	13
VID_19556	1
VID_11414	1
VID_4631	1
VID_886		1
VID_18079	1
VID_16482	1
VID_23628	1
VID_2940	14
VID_22096	1
VID_18014	3
VID_8405	1
VID_7807	1
VID_12928	1
VID_23436	2
VID_2351	5
VID_22593	1
VID_10735	129343
VID_9377	1
VID_12438	9
VID_20892	1
VID_1087	2
VID_5149	1
VID_1085	8
VID_16895	2
VID_10319	22
VID_4222	11
VID_13244	1
VID_14100	1
VID_4217	1
VID_10197	1
VID_3220	3
VID_13107	1
VID_6301	1
VID_15202	1
VID_8263	6
VID_10766	1
VID_6885	1
VID_8141	1
VID_20428	1778
VID_14824	1
VID_7651	1
VID_10878	1
VID_4263	1
VID_9922	24
VID_6475	667
VID_15557	1
VID_17806	1
VID_17324	8
VID_19027	10
VID_21128	14
VID_3196	2
VID_9196	6
VID_17497	3
VID_11413	3
VID_10917	1
VID_22606	557
VID_9824	11699
VID_23286	4
VID_9752	1
VID_13761	1
VID_21939	1
VID_535		7
VID_23444	1
VID_1499	1
VID_5034	8
VID_9413	1
VID_6244	9
VID_23106	16
VID_19719	5
VID_4412	1
VID_18926	1
VID_23637	1
VID_18666	4
VID_21005	1
VID_18951	1
VID_9165	1
VID_3715	4
VID_10362	1
VID_2231	1
VID_9123	1
VID_577		2
VID_11922	1
VID_11881	1
VID_21127	1699
VID_14805	1
VID_19323	7
VID_10125	2
VID_1717	446
VID_1819	3
VID_1609	1
VID_18343	14
VID_4800	1
VID_4740	2
VID_6502	10
VID_9232	1
VID_13675	3
VID_2567	2
VID_3546	1
VID_23743	1
VID_23270	3
VID_12998	1
VID_21509	5
VID_3602	1
VID_21989	1
VID_5159	1
VID_20289	1
VID_7900	1
VID_3558	362
VID_1764	4
VID_13204	2
VID_5433	4
VID_12037	1
VID_19320	1
VID_437		1
VID_17153	4
VID_2276	12
VID_8949	1
VID_16265	16903
VID_4154	44
VID_10593	1
VID_10169	2
VID_7906	27
VID_6160	2
VID_13735	5
VID_20644	1
VID_22389	1
VID_18986	1
VID_20038	1
VID_8929	21
VID_20100	2
VID_22080	3
VID_2332	9
VID_20975	68
VID_10824	448
VID_15323	6
VID_20227	1
VID_9309	3
VID_23675	3
VID_7155	2
VID_2486	9
VID_16861	2
VID_8262	13
VID_23488	2
VID_7263	1
VID_20886	34
VID_9753	3
VID_8774	4
VID_17309	1
VID_5337	1
VID_3417	7
VID_8173	2
VID_22302	1
VID_19169	68
VID_1565	1
VID_6686	2
VID_15440	4
VID_1331	25528
VID_19093	1
VID_10763	1
VID_9601	1754
VID_15982	8
VID_3000	4
VID_1963	1
VID_9075	1
VID_16285	1
VID_19832	2642
VID_21280	1
VID_2264	16
VID_14929	9936
VID_15811	1
VID_22700	1
VID_20594	12567
VID_15193	1
VID_7700	1
VID_2820	1
VID_812		3218
VID_11751	11
VID_22881	1
VID_958		2
VID_17729	2
VID_11596	6
VID_19325	6
VID_2190	1
VID_13073	9596
VID_6840	1
VID_12225	1
VID_5837	2285
VID_18859	149
VID_3769	1
VID_2115	16326
VID_3746	1
VID_4813	2
VID_17143	2
VID_8066	1
VID_17772	5
VID_10821	3
VID_10238	2
VID_5016	1
VID_19825	1
VID_23632	940
VID_22367	30
VID_19159	2
VID_5258	22
VID_2447	1
VID_2285	6
VID_9562	129343
VID_8430	3
VID_20007	1
VID_12308	34
VID_4198	1
VID_17417	1
VID_16302	14
VID_14813	1
VID_17865	2
VID_16200	3
VID_2072	7
VID_9596	1
VID_6098	11
VID_17429	24221
VID_21895	2
VID_9835	2
VID_10989	1
VID_2035	1
VID_12355	1
VID_12657	3
VID_19220	7
VID_19275	1
VID_19369	1
VID_18225	1
VID_9897	1
VID_10933	2
VID_12062	1
VID_3268	1
VID_2127	9
VID_1366	17
VID_798		3
VID_11037	5
VID_8945	2
VID_17210	8
VID_6112	99
VID_22798	1
VID_19582	32
VID_1276	9
VID_19072	1639
VID_4995	1
VID_14521	2
VID_6580	1
VID_7648	2
VID_13218	42891
VID_12709	10
VID_4152	5
VID_5017	1
VID_12246	4
VID_3971	1
VID_388		2
VID_303		1
VID_18386	1
VID_8321	54363
VID_761		3
VID_6250	6
VID_3051	1
VID_8930	1
VID_23327	1
VID_10395	11
VID_6038	5
VID_15890	1
VID_13023	4
VID_15120	5
VID_11617	1
VID_18165	2
VID_5280	1
VID_5648	17
VID_10782	1
VID_21087	3
VID_21352	4
VID_9585	5
VID_6821	1
VID_15087	1
VID_19654	1
VID_10413	4
VID_22027	9
VID_5081	15858
VID_6452	1
VID_16047	1
VID_14887	3
VID_12293	34
VID_10093	3
VID_12852	1
VID_2498	6
VID_7027	4
VID_2493	3
VID_21706	1
VID_14603	4
VID_5878	1
VID_965		36
VID_9432	1
VID_9060	85
VID_6273	26
VID_20500	1
VID_18347	770
VID_12503	1
VID_19854	4507
VID_3007	80
VID_10533	3
VID_7212	1
VID_6928	1
VID_10737	3
VID_11747	1
VID_7988	2
VID_8302	57
VID_13951	2
VID_6027	2
VID_15919	1
VID_14027	2
VID_3261	10
VID_4875	5
VID_13573	33
VID_22534	1
VID_11699	1
VID_9756	7678
VID_18923	792
VID_14146	3
VID_7005	1
VID_17570	11
VID_10623	2
VID_20406	1
VID_9855	1
VID_4293	3
VID_16121	1
VID_6836	3
VID_21469	1
VID_4587	1
VID_15753	29
VID_19328	5
VID_6206	17
VID_14693	5
VID_2621	4
VID_6674	2
VID_6064	1
VID_1561	35
VID_20424	1
VID_1743	1
VID_634		9
VID_3729	14
VID_14834	4
VID_1112	39
VID_12556	2
VID_17801	961
VID_15945	1
VID_22283	1
VID_20449	17
VID_19298	2
VID_13682	4
VID_22045	15
VID_22228	2
VID_10447	2
VID_10550	1
VID_16309	14
VID_14611	1
VID_10091	3
VID_4195	2
VID_21884	8
VID_2200	1
VID_14959	2
VID_22060	1
VID_3760	1
VID_5295	5783
VID_15783	1
VID_17910	1
VID_17958	58
VID_18047	1
VID_20926	1
VID_3731	17
VID_994		4
VID_13333	8
VID_8368	1
VID_5073	4
VID_20503	3
VID_10522	1
VID_19652	1
VID_4881	1
VID_18340	3
VID_10149	4
VID_5158	2
VID_18273	4
VID_13454	3
VID_13681	4
VID_19689	3
VID_21289	2
VID_6464	50
VID_13637	7
VID_9351	1
VID_8366	1
VID_23188	36
VID_12067	1
VID_8565	146379
VID_20572	48
VID_22159	1
VID_19319	1
VID_12375	2
VID_17832	8
VID_7709	3
VID_7814	5
VID_14806	1
VID_19850	2
VID_243		5762
VID_15442	1
VID_7036	2
VID_380		2
VID_15738	6
VID_6106	1
VID_13875	30
VID_7114	2
VID_21784	1
VID_18238	3
VID_2632	1
VID_13335	1
VID_11278	2
VID_20865	1
VID_5590	1
VID_10834	3
VID_14776	1
VID_14535	5
VID_20753	3
VID_11716	2
VID_6442	15
VID_14855	2
VID_5618	1
VID_15705	1
VID_21268	2
VID_6719	18
VID_12439	2
VID_19495	2
VID_1413	1
VID_19700	1
VID_18724	1
VID_20607	1
VID_67		70
VID_17220	2
VID_5923	2
VID_15913	1
VID_16408	1
VID_16364	1
VID_16933	2
VID_15529	2
VID_11148	4
VID_12324	1
VID_5617	8
VID_7904	14
VID_16263	14
VID_12364	1
VID_12538	6
VID_22150	1
VID_3643	2
VID_1672	68
VID_12028	1
VID_9769	569
VID_5028	1
VID_15031	1
VID_4006	2
VID_13135	3
VID_17048	1
VID_13862	14
VID_22781	1
VID_4286	134
VID_15754	1
VID_6118	15
VID_12929	1
VID_20172	6
VID_12981	1
VID_19861	1255
VID_23691	1
VID_6638	2
VID_8177	17
VID_15137	33
VID_10369	2
VID_18888	919
VID_968		1
VID_15157	14
VID_23693	3477
VID_14298	7
VID_20552	1
VID_9109	1
VID_3272	2
VID_19926	2
VID_5432	1
VID_19362	1
VID_2721	1
VID_11957	1
VID_8323	3
VID_645		1
VID_2783	2
VID_13684	5
VID_18745	1
VID_2193	3
VID_19488	1
VID_6168	2
VID_21456	1
VID_7573	1
VID_20065	1
VID_11804	1
VID_15866	4
VID_13110	2
VID_7220	1
VID_16965	38
VID_20407	10
VID_19807	1
VID_22434	71
VID_11886	1
VID_19299	6
VID_2583	2
VID_4770	1
VID_3421	50
VID_18263	5
VID_22062	1
VID_21908	42891
VID_8584	1
VID_3106	1
VID_7464	5
VID_684		1271
VID_13709	1
VID_23655	1
VID_8589	1
VID_4824	57
VID_12596	1
VID_9452	2
VID_14432	2
VID_7849	4
VID_6822	1
VID_392		8
VID_12777	8
VID_13616	1
VID_15792	1
VID_11060	3
VID_18182	5
VID_12237	30
VID_15759	6
VID_15351	1
VID_16436	78
VID_16993	3
VID_15666	1
VID_20082	1
VID_23470	1
VID_15347	142
VID_23453	7
VID_10613	3
VID_20155	2
VID_7919	1
VID_289		1
VID_16248	1
VID_15023	21
VID_5776	2
VID_7234	2
VID_15841	1
VID_23258	1
VID_3322	2
VID_3510	6
VID_4057	1
VID_8683	1
VID_12924	6
VID_19014	1
VID_4319	1
VID_9574	1
VID_4942	1
VID_12485	1
VID_18915	1
VID_23465	11
VID_5395	1
VID_4252	9
VID_18134	1
VID_4898	827
VID_21615	28
VID_9433	8
VID_2216	1
VID_17785	1
VID_17327	17
VID_20818	103
VID_7475	1
VID_20723	770
VID_22157	3
VID_7481	1
VID_7159	2
VID_16515	1
VID_274		2
VID_14701	2
VID_20123	1
VID_4368	1
VID_4574	1
VID_1576	1
VID_11992	7
VID_19868	2
VID_8342	1
VID_22655	3
VID_20712	2
VID_9138	1
VID_7699	7465
VID_8951	3
VID_1392	14
VID_14808	12
VID_8128	1
VID_18170	48
VID_8311	2
VID_14550	46
VID_4758	1
VID_6557	1108
VID_9116	1
VID_14788	9
VID_10195	21
VID_23618	249
VID_5136	3
VID_12134	2
VID_17456	1
VID_9063	648908
VID_16340	1
VID_17438	1
VID_1902	6
VID_14458	1
VID_17375	1
VID_10451	2
VID_7080	1
VID_3016	4
VID_6470	1
VID_14853	2
VID_11188	771
VID_22628	5
VID_5270	1
VID_21273	1
VID_19242	68
VID_9996	50
VID_17881	1
VID_13545	1
VID_11130	1
VID_23259	2
VID_2417	8
VID_3411	2
VID_3485	2
VID_5738	2
VID_3521	262
VID_21357	9
VID_6801	6
VID_10981	1
VID_19985	2
VID_22074	53702
VID_6537	3
VID_16778	12
VID_18279	3
VID_19019	6985
VID_11725	1
VID_21493	1
VID_3640	8
VID_18272	2
VID_8331	57
VID_16857	1
VID_9041	73
VID_12401	1
VID_18782	1
VID_10823	9
VID_14699	2
VID_20306	45
VID_5710	1
VID_8172	24
VID_15062	2
VID_9296	4
VID_7831	1
VID_4970	2
VID_9255	2
VID_23467	1
VID_16581	4
VID_12488	1
VID_4011	1
VID_3927	61
VID_5578	1
VID_23153	3
VID_12895	1
VID_13203	1
VID_5749	2
VID_200		1
VID_4163	1
VID_17426	8
VID_16544	6
VID_2305	1
VID_553		1
VID_9506	1
VID_6496	10
VID_5699	2
VID_16734	1
VID_14600	2
VID_15112	2
VID_16954	1
VID_18478	1
VID_19389	1
VID_1348	1
VID_1000	1
VID_16959	4
VID_23681	2
VID_14417	1
VID_10784	1
VID_8487	17
VID_17040	1
VID_16396	2
VID_15957	9
VID_22207	1
VID_17528	10
VID_15385	1
VID_16682	84
VID_661		1
VID_13687	4
VID_1438	5
VID_13332	1
VID_14000	1
VID_7402	3
VID_21416	12
VID_1396	3
VID_2133	1
VID_3603	4
VID_10454	2
VID_491		2
VID_4490	20
VID_15588	1
VID_13366	1
VID_8288	6
VID_21621	9
VID_19232	8
VID_20718	1639
VID_5949	26
VID_16403	53
VID_7954	3
VID_441		1
VID_12114	8
VID_8224	2
VID_2998	3
VID_2676	15
VID_678		1
VID_16659	66
VID_1294	1
VID_7624	1
VID_1277	1
VID_9726	5783
VID_13732	1
VID_983		2
VID_18556	1
VID_6037	12
VID_19550	3
VID_7145	4
VID_8906	2
VID_16583	11
VID_5260	1
VID_15014	124
VID_14318	6
VID_12522	1
VID_5197	1
VID_22396	1
VID_3252	2
VID_23438	2
VID_16127	2
VID_13860	7
VID_13887	5
VID_4865	43
VID_15670	6
VID_7894	50
VID_18048	1
VID_4307	1
VID_9349	5
VID_16991	415
VID_17464	259
VID_9923	1
VID_11287	1
VID_18502	1
VID_23104	1
VID_13868	5
VID_14374	6
VID_5205	1
VID_18728	3
VID_23329	6
VID_16284	722
VID_14059	7
VID_17475	2
VID_389		5
VID_15706	6
VID_11844	54
VID_15446	1
VID_6039	1
VID_6987	1
VID_3855	2
VID_18012	1
VID_21988	34
VID_19605	3
VID_18707	2
VID_21831	2
VID_19381	75
VID_272		1
VID_1906	5
VID_7930	1
VID_2631	8
VID_14335	39
VID_19046	2
VID_9053	4
VID_15414	1
VID_10692	1
VID_2308	74
VID_11872	2
VID_13889	1
VID_23727	22
VID_1251	4
VID_6245	1
VID_20914	17183
VID_6957	6
VID_7865	3
VID_13304	1
VID_11512	1
VID_12553	10
VID_10134	2
VID_1632	1
VID_22907	52
VID_10816	1
VID_6698	1
VID_19970	2
VID_8792	1
VID_2040	2
VID_20399	1
VID_13412	1
VID_7928	1
VID_16061	3
VID_13418	6509
VID_19961	2
VID_11194	2
VID_4489	4
VID_3876	4
VID_12616	8
VID_11483	3
VID_9194	3
VID_7765	5061
VID_18780	1
VID_1267	4
VID_13432	1
VID_13302	1
VID_19884	673
VID_1695	1
VID_7157	3
VID_20876	4
VID_9035	16
VID_4313	187
VID_12180	1
VID_1759	12781
VID_21186	1
VID_4989	13
VID_17199	181
VID_6433	16
VID_8740	12
VID_1647	3
VID_16427	1
VID_5806	1
VID_12554	3
VID_15576	6
VID_20879	1
VID_20580	68
VID_8624	2
VID_15575	1
VID_18564	1
VID_13483	3
VID_1657	3
VID_1356	8
VID_12108	2
VID_6649	1
VID_18405	1
VID_12738	3
VID_13092	1
VID_14201	1
VID_13706	3
VID_213		5762
VID_7224	3
VID_6884	1
VID_9722	11317
VID_13780	1
VID_13828	1
VID_2817	1
VID_11366	6
VID_4897	827
VID_3523	10
VID_19135	8
VID_14543	2
VID_2061	1
VID_754		1
VID_23602	1
VID_11632	2
VID_14440	1
VID_22932	29
VID_7555	6
VID_11213	6550
VID_2675	3
VID_8293	4
VID_18726	3
VID_17484	5
VID_18733	124
VID_1059	15
VID_9143	19306
VID_14665	1
VID_4036	2
VID_3285	16
VID_18901	21
VID_20737	792
VID_944		12
VID_20956	3
VID_11068	15
VID_8123	3
VID_8607	1
VID_11993	1
VID_11216	2
VID_21786	27826
VID_12321	3
VID_9374	4
VID_1873	3
VID_15341	68
VID_1094	55
VID_19489	6
VID_13966	1
VID_16782	1
VID_11460	57
VID_2282	55
VID_18812	1
VID_5238	1
VID_12704	3
VID_20650	1
VID_16174	8
VID_14138	1
VID_12719	2
VID_10122	1
VID_14697	6
VID_9677	2
VID_22686	1
VID_227		2
VID_20507	4
VID_21682	3
VID_18441	2
VID_997		1
VID_12706	4
VID_6173	4
VID_21501	8
VID_2809	2
VID_569	35981
VID_3634	1
VID_3499	2
VID_6096	7249
VID_14238	3
VID_19675	11506
VID_9330	1
VID_22198	1
VID_12804	1
VID_16080	1
VID_7748	1
VID_19263	1
VID_10277	14
VID_20198	1
VID_3822	15
VID_8761	1
VID_6759	1
VID_3481	13
VID_3094	2
VID_16566	4
VID_4441	5
VID_3951	99
VID_21843	1
VID_23364	2
VID_5251	5
VID_1948	1
VID_3991	4
VID_7826	1
VID_13676	1
VID_18637	6
VID_21061	1
VID_6547	13
VID_16425	22
VID_17266	1
VID_19690	1
VID_14158	47
VID_602		1
VID_13360	75
VID_17387	1
VID_4906	359
VID_22885	1
VID_23683	2
VID_19725	2
VID_22041	2
VID_5019	575
VID_1377	9
VID_1679	40
VID_9286	2
VID_19304	14
VID_666		8
VID_10349	10
VID_1774	12917
VID_12371	1
VID_4103	6
VID_6527	1
VID_11443	1
VID_15490	5
VID_18734	21
VID_4333	1
VID_22923	1
VID_15571	6
VID_7233	1
VID_9733	9
VID_4723	5
VID_14095	1
VID_10131	51
VID_4768	5
VID_7168	1
VID_18644	39
VID_17176	1
VID_16331	1
VID_9298	1
VID_13873	4
VID_13295	1
VID_11572	2
VID_10995	11
VID_20031	3
VID_14996	68
VID_22893	10
VID_21296	6
VID_20277	6
VID_14778	149
VID_383		4
VID_5827	1
VID_7558	3
VID_18015	2
VID_18744	1
VID_16266	1
VID_17175	2
VID_17805	192
VID_3720	1
VID_20491	1
VID_2711	2
VID_10991	2
VID_23563	2
VID_353		3
VID_23165	2
VID_7300	5
VID_6710	1
VID_5196	1
VID_3730	6
VID_20785	2152
VID_19781	4
VID_10146	1
VID_2518	2
VID_840		9083
VID_4430	5
VID_16996	68
VID_22936	12567
VID_22504	1
VID_3750	6
VID_3658	22
VID_22971	1343
VID_15236	30
VID_22486	1
VID_13954	1
VID_8058	66
VID_663		12917
VID_3814	10
VID_9198	3
VID_19863	2642
VID_13398	2
VID_17862	1
VID_7718	1
VID_15516	2
VID_2296	8171
VID_22055	45
VID_22459	3
VID_16854	1
VID_8197	3
VID_21952	22
VID_10129	2
VID_3566	2
VID_6817	1
VID_19260	1
VID_20553	33
VID_22496	1
VID_12450	1
VID_14239	1
VID_16804	10
VID_6521	1
VID_5102	4
VID_16722	466253
VID_18580	2
VID_4212	9
VID_1783	1
VID_12206	181
VID_21552	8
VID_6166	1
VID_22473	1
VID_10843	1
VID_7934	2
VID_6887	1
VID_3994	3
VID_14111	24
VID_12425	1
VID_2705	11
VID_22460	10
VID_21443	1
VID_13458	2
VID_16706	6
VID_11203	2
VID_4415	2
VID_14218	1
VID_19113	1
VID_19213	1
VID_19265	1
VID_2584	9
